hour_of_day,is_ooh,energy_usage_kWh,occupancy_level,supply_cost_per_kWh,unit_rate_billed,usage_per_occupant,margin_ratio,rolling_usage_std_3h,high_risk_flag,region_North,region_South,region_West,contract_type_variable,asset_type_Auto Door System,asset_type_Bakery Oven,asset_type_Display Cooler,asset_type_Elevator,asset_type_Fire Alarm,asset_type_HVAC,asset_type_Hand Dryer,asset_type_Lighting,asset_type_Refrigeration Unit,asset_type_Security Camera,asset_type_Server Rack,asset_type_Smart Meter,asset_type_Solar Panel Inverter,asset_type_Water Pump,hour_bucket_evening,hour_bucket_morning,hour_bucket_night,predicted_margin
6,1,60.869179876617046,0.7508946043436022,0.098984266934585,0.1383187587072907,80.95440441384113,0.3973805909411124,13.171215551955262,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,65.24515283032959
1,1,29.793671741719344,0.8849367653625655,0.0981017911100308,0.1452423770436323,33.629569182092155,0.48052562665516074,24.460122480922657,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,32.91605644986979
2,1,38.25956273307342,0.694324439858121,0.1135671030554707,0.1670575265985266,55.02404423017287,0.471001716139602,10.371734181113032,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,41.5353210477805
1,1,117.52232693138072,0.3199319513577154,0.0819620475400841,0.120550854872516,366.1907966289982,0.4708126313219795,57.084490844688936,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,123.23638004054341
23,1,39.27194087373314,0.771310226707696,0.0990006054318914,0.1457995640120707,50.84995577638102,0.4727126466243558,8.649951861741142,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,43.903499871367686
23,1,83.84365233144095,0.8376066182341826,0.1066143063416124,0.1452702147321505,99.9797169595285,0.36257671669590563,28.353349420920892,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,90.36154482942233
22,1,101.0775230710208,0.7077023299152287,0.1057049544807878,0.1371500509759556,142.62338192554154,0.29747959515036315,50.06318231904799,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,108.31855407151643
15,0,28.56776374157495,0.5910077679235672,0.0971634583798918,0.1350868742421219,48.25572448445181,0.39030392568014854,8.546975554871482,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,32.20081208263836
23,1,0.0,0.7463217793112304,0.1005587565495312,0.1278077786663375,0.0,0.2709757564758565,36.77950212839477,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3.469432244298692
19,1,20.129794083218066,0.7560641768374958,0.1097708466331068,0.1618622444113128,26.58928357607249,0.4745445957059411,21.059748072472807,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,23.94924150552454
8,0,43.10466850411344,0.93489511106085,0.1197060294963253,0.151013555241176,46.05715746848352,0.2615362417573235,19.53635097019326,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,47.04875306564742
16,0,37.25825740131363,0.8607922641299226,0.096996618590455,0.1356679946578827,43.2334553837404,0.39868677509699313,22.464440481912852,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,41.52836161643336
11,0,16.180834473712178,0.9866552884425228,0.0927819628221088,0.1269120643803748,16.38307885662056,0.36785031468514046,28.399571308754005,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,19.42558026891839
17,0,77.20519956410826,0.5085818673670608,0.1113991206531619,0.1619183013788354,151.50695993759916,0.45349659575713525,30.858458808614873,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,82.86405665360572
23,1,48.33696766822363,0.9644898857477862,0.0892996744738434,0.1148700138178389,50.06470640630889,0.28634236637325444,21.845516288545895,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,53.46498746278613
23,1,14.188496618556504,0.9518579450597268,0.1119204034806711,0.1417404839743618,14.890463675219863,0.2664383953373076,10.986386743727257,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,17.80999783337754
23,1,8.876836001267334,0.6223164987774628,0.0889801984565194,0.1248448252978329,14.241297990150832,0.4030579095978697,6.202713865119664,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12.24848915702944
23,1,29.22722817592309,0.3395205087720598,0.1066789756922512,0.1342487319984899,85.8310363781567,0.25843581365843116,40.68831724272229,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,33.60305969653902
23,1,94.97181373126662,0.4188761592822352,0.0813864933137911,0.1162927510232028,226.1900601682598,0.42889441635786923,38.860302592602885,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,101.51866582061105
23,1,79.95684074928516,0.6322777844955171,0.1144855794447514,0.1601890741053811,126.25871727520101,0.3992070001696131,32.580006125032554,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,86.24732338299431
18,0,69.5489473363128,0.5650245623386891,0.1106075302713257,0.1392100366426862,122.87266660116627,0.2585942306060036,32.385227696470714,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,75.0020081306662
6,1,57.36804923717322,0.5994603433859489,0.1153554472838595,0.1454917345408619,95.54011329654058,0.2612468021914595,17.97486219996685,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,61.54548120057122
23,1,8.045751292129225,0.9161903842513552,0.1065064116656014,0.1475186336688761,8.772171438208508,0.3850636104383506,17.960850778194175,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,11.552977305619839
10,0,462.09619522946497,0.6454884846522594,0.0848997704575633,0.1046798281920043,714.778694748171,1.1649049472509456,245.64919203114331,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,483.9075779581645
23,1,52.80995742723874,0.4469494774309353,0.0971128083273758,0.1371711769247636,117.89266443642846,0.41249234965512455,27.78009553030904,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,57.919638753307055
23,1,0.0,0.4713051655159126,0.0865825002098678,0.1220321080764136,0.0,0.40942913435652295,49.5268809766593,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3.654578850332011
6,1,39.96655678669416,0.5718975069678465,0.0840335531491156,0.1140547958304187,69.76214122177575,0.3572519805309296,9.636745686288274,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,43.45838536927896
23,1,72.34999466444725,0.8879443109633793,0.0847412818746354,0.1105121255797683,81.38866942749101,0.3041115392834124,21.76443010429389,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,78.36543073912262
23,1,35.9648465195266,0.5513965809408953,0.1185132923829039,0.1580893177792807,65.10693179575405,0.33393665596312555,12.462335238057678,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,40.401963800203205
3,1,56.60882113277591,0.7121646118352403,0.0912631629786613,0.1272693452812238,79.37693513297044,0.39453062367327657,23.418622957597403,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60.77389736056138
23,1,8.684040071019849,0.9116537994903204,0.0842364898231606,0.1225003921598206,9.51515248812806,0.454237579762223,6.279947536949378,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12.08185377675138
16,0,68.17390456656523,0.7913013959650999,0.1078370731714648,0.0,86.0454177081473,0.25953603115131396,21.763135087400464,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,73.51248341246956
23,1,56.06546631727864,0.5151093674051089,0.1181811690192345,0.1770017393134516,108.63097990095433,0.4977145006141765,10.970244719022043,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,61.189075229012644
4,1,68.19130049828236,0.8208503538030862,0.0831384658122642,0.1191156839479222,82.97289181993935,0.4327377745641467,29.5249001169852,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,72.97009801490465
21,1,30.02611954268961,0.3470601229569768,0.1121584265485498,0.1525399371756595,86.2670485995349,0.3600388482721721,9.479412559292316,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,33.9591320916152
10,0,20.671873894243905,0.9138681059514028,0.1105754365630668,0.1482443847450575,22.595468964071618,0.34066140327526945,11.055631795237774,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,23.81543586714215
23,1,13.234506911070891,0.5649159830250293,0.1176382985027911,0.1536771006119452,23.38599245832849,0.306350662064247,16.27881827334025,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,16.85118063183053
23,1,43.75358104600655,0.8076236944848962,0.1022860594569041,0.1243681917492372,54.10870512999022,0.2158855573119946,3.2762240601888135,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,48.43702331013331
11,0,54.80798212259698,0.3952098419100376,0.096641578820535,0.1367735877769946,138.33069329721886,0.41526570321878087,15.46083460735158,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,59.00294101308337
23,1,31.993658571143964,0.5266378907574659,0.1022153700599775,0.1413165187159192,60.6356350284369,0.38253570932526626,4.48846130467255,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,36.19415821179987
23,1,10.350049792687004,0.6241912224124322,0.0989516942844546,0.1317259287313569,16.555014564582585,0.3312112508488928,26.86054554529066,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,14.000259833716074
23,1,75.14709290782567,0.8866041287323703,0.1130228898279476,0.1559778751745382,84.66284740602413,0.38005518030148866,23.094123259620975,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,81.29411907509429
0,1,0.0,0.8907666916681536,0.1013222850533793,0.1274961081836244,0.0,0.2583219798051834,16.145314262793338,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.7735895510185542
23,1,20.48989578064605,0.5956598086545187,0.0840821922698759,0.1093054075618762,34.34100216478671,0.29998110428228947,1.3993189859014334,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,24.245807900050153
6,1,45.32900384314779,0.7382459562241925,0.0974168412714078,0.1439504796166383,61.317892186617215,0.47767441808305944,16.899626961223216,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,49.19785414406411
23,1,119.37354922127162,0.7595575907466289,0.0889831576064525,0.1178695570852275,156.9553057830693,0.32462741333906503,36.61880964798465,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,127.22973105545192
23,1,94.47761980507386,0.9719926345240096,0.1136138986495162,0.1581755792183191,97.10003596408778,0.3922199623804821,46.45392540476894,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,101.69379281619412
1,1,44.88391231827484,0.5430568432474318,0.0991941572304736,0.1302807340911258,82.49857138156072,0.3133905051077425,8.527946896148595,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,48.181785698449985
23,1,20.05409353870513,0.8437400317822856,0.0838596868064599,0.1179839402172195,23.739958785182395,0.40691841097756787,5.196463303131852,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,23.94542160674764
23,1,2.277691337228253,0.6209064587570652,0.0996840753484786,0.1445072933351784,3.6624339643946127,0.44963294043529095,45.93890592197606,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5.911366265936119
23,1,52.776786390605366,0.5607175387106922,0.1145282017947584,0.1611981731241228,93.95609492939047,0.40749696045694445,7.997613099271594,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,57.748706959100545
18,0,45.66867632927962,0.8343730982460704,0.0933293745664526,0.1378415941128409,54.668598288793945,0.476935748463689,28.412347516517546,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,50.42534313029822
23,1,60.24400165438848,0.5881522566753987,0.0983453994439255,0.146245231527904,102.25540337288517,0.0,26.512754459267768,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,65.5423745735556
23,1,73.79631955616131,0.8481867925533855,0.0877789818025076,0.1094422496864576,86.90234021924215,0.24679295654444816,11.604953109765086,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,79.71152484320052
23,1,74.48313634741116,0.8813022848932004,0.0909367386754489,0.1203140133903022,84.4190677307688,0.3230512966524128,39.11114270055235,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,80.786974531874
12,0,40.35158283577542,0.815868126027173,0.1137654952311206,0.1666941267969476,49.39791571012177,0.4652422613829188,16.361089218763038,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44.436365422532035
23,1,70.75096319920563,0.7222441622748911,0.099795680601547,0.1351047800007798,97.824451118507,0.3538134033268431,21.83371493565079,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,76.63611234165748
23,1,33.66639876270874,0.3610290233654627,0.0816200067540533,0.102552055798889,92.99364578492103,0.25645639716909857,11.15504199222552,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,37.814764525249046
23,1,41.03405826302622,0.6289333470470687,0.0995476770517744,0.1476052142333445,65.14031755166019,0.48275781973792214,4.267843897505884,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,45.6268402434858
23,1,70.52326850955178,0.7507632937634174,0.0878621879532214,0.1282224979924775,93.8104707886226,0.4593585232023232,29.17845444067069,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,76.52118506359587
6,1,16.027600469446718,0.6259292762848381,0.1167741755196595,0.1429144995076918,25.565244878059836,0.22385244173087593,7.321890875424091,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,18.568602870328696
23,1,73.78037260320652,0.6187125809120666,0.1124799786810351,0.1417921695531397,119.05579275899112,0.26059887186085307,25.039305816063525,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,79.71438957421356
23,1,94.10189482327726,0.5851471744486839,0.1082277792959706,0.1355361680200453,160.5431177106454,0.2523230365429941,39.864433725648446,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,100.87425444414869
13,0,100.79451620613784,0.5473814063108835,0.1146150173332883,0.1552710276100754,183.80367212705295,0.35471769782489754,32.75926932896547,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,107.04760143511659
23,1,33.81556550035398,0.7073301840180672,0.1028106436640148,0.1388976588526507,47.73983413855403,0.35100365198699673,14.523415096041859,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,38.252683954383954
23,1,42.84766385659939,0.8261349812465641,0.1151023542684176,0.1627687426122707,51.80250482457439,0.4141209100128984,8.607974136262952,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,47.623168867515815
23,1,18.791215296630533,0.4195643658050243,0.1066378646524165,0.1320490237238848,44.68094975346112,0.23829277099242352,0.6388168868506877,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,22.337148090042017
23,1,32.58265238076805,0.381443755903679,0.1011965037137133,0.1361740159605733,85.19593241567843,0.34563848436194533,13.300609677136752,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,36.78194094793487
23,1,66.59973025521677,0.9498448934852144,0.1141021493350454,0.1474881508848137,70.0426859433435,0.29259709664240424,31.427585706085488,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,72.54725105666424
23,1,18.19659048049383,0.5399665921366863,0.0912874496590715,0.1323514913162758,33.63717971681343,0.44982957246749394,22.60307986792288,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,22.18565347678688
20,1,47.885715611343,0.4500328256305509,0.1183544827278902,0.1618046096058744,106.16902560118108,0.3671179089384233,16.574926267671415,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,52.48784282808059
14,0,22.134147033109343,0.798232946461166,0.0864820117001079,0.1112937172034156,27.694237494981472,0.28689869022947007,7.989140439974982,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,25.512321982432724
20,1,138.55225890618914,0.960329085520903,0.1093875276769402,0.1535885373505806,144.12573279327506,0.40407696789668107,56.44460433052742,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,147.37694995094338
15,0,53.54014977475181,0.6740921417292461,0.1177138570271618,0.1601792524732793,79.30791437981918,0.3607504599640471,19.82671116001823,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,58.2426281451647
2,1,21.47188632792557,0.9296379791742508,0.1099658364649583,0.1339439154092934,23.072222290968007,0.21804933390282175,31.860982479374574,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,24.36158122097607
20,1,37.229473155957045,0.5084301436185512,0.0917280519695736,0.1279667718441493,73.08062473789057,0.3950657730112306,16.700301869567493,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,41.56480122164908
14,0,73.77219081907877,0.7940096465146728,0.0951746594850079,0.1207363709492624,92.79408261584814,0.2685764802981565,29.73225647317992,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,79.29190984896455
23,1,28.904088620892868,0.5331103111136937,0.0946941699118699,0.1408030357759537,54.11632769385009,0.486922240784464,31.800804485422457,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,33.35975257008316
3,1,63.37709059387534,0.4114058527104913,0.1047438289610511,0.1417871929529712,153.67650623126832,0.35365623500158905,19.38271640499132,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,67.40394746205004
23,1,26.18247432393394,0.5406913705354133,0.0926102670117943,0.111450543876018,48.334671268724314,0.2034353184920823,6.059019734779186,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,30.087518476674806
23,1,59.5473476257708,0.8548476426389242,0.1153739658664532,0.1692160981990119,69.57704229009997,0.46667420642023794,20.66768868605686,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,65.11600120852408
2,1,18.396724788799133,0.935775461900344,0.0808288617418762,0.106568695179231,19.638350423354932,0.318446403712128,14.753020238075212,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,20.912418406519095
11,0,45.26128861856613,0.808592670955423,0.1105834200809145,0.137444255224193,55.90624797177575,0.24290062160599857,45.88898555676547,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,49.7460239779963
23,1,54.967940099799726,0.363476955525526,0.1031079342333981,0.1455493837557384,150.81321127845644,0.4116208413453959,13.128235174277258,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,59.832741710614755
23,1,17.817402952988953,0.7594101517202421,0.0902956230541793,0.1333202264992904,23.43130600332128,0.47648307375470295,27.798870036185484,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,21.889747881031063
23,1,11.44681229321158,0.3800685738303661,0.1020437978466239,0.1408564189096259,30.038720270612416,0.38034931673184935,26.08304592279548,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,15.092330590242364
14,0,55.756335598746105,0.4720213156436033,0.0846973893843344,0.115851347323363,117.87277603522539,0.367825882181809,9.543059910281842,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,60.182962376476084
13,0,50.23837065568586,0.5482952386477491,0.1194773833954113,0.1532500903566476,91.45968710626785,0.2826698219841569,9.242728799575406,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,54.457187494945416
0,1,9.10525735310904,0.994208314316204,0.0,0.1357351415404401,9.14909694998394,0.32989369218146064,30.38948154739371,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,11.350225590204701
23,1,39.45080579382912,0.3135063288079418,0.0816907210287291,0.1006484521793571,125.43723982712083,0.2320664095951618,27.061857292362667,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,43.87528458626787
23,1,27.25667112133005,0.9998878594768604,0.0874273787139171,0.1102068014503713,27.23249249479002,0.26055141398208564,7.906825268624985,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,31.42545617790453
0,1,18.99654932226525,0.7606751196491262,0.0895016115365788,0.1307690578282785,24.94048818480012,0.4610777713007092,21.573433399023973,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,21.599588907176447
23,1,29.210826023652583,0.7273106434329555,0.1049991496970065,0.1313151547073407,40.10764676727065,0.2506298316314952,25.72047050725628,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,33.60320303608627
16,0,74.77008524529498,0.3543080152444378,0.0,0.1250915186051588,210.43737275067136,0.4270177375900308,23.352758732369555,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,79.89090185055012
23,1,51.72617901842394,0.6601831245909049,0.1185940455954517,0.1475512533887825,78.23275745343408,0.24417044248314765,13.795779596183216,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,56.75328451489332
23,1,23.133145145139125,0.3471810877653014,0.0857553889001837,0.1268935200376705,66.43998183132938,0.47971240402406173,7.619062114629028,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,27.006315046917734
19,1,62.178468090004976,0.5189728998525458,0.1072868148972984,0.1288759921733991,119.58020909866184,0.2012283143436128,22.794917183127204,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,67.2958358574847
16,0,68.85443967220853,0.6939040232215625,0.0945200682692752,0.1144715852116406,99.08481944456241,0.21108201307323038,17.621857882505775,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74.12187678192393
17,0,20.92548293141003,0.4732832633807544,0.0940373825336944,0.1291197505764733,44.12022212685811,0.37306642118527406,39.17578845049148,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,24.757647759198626
23,1,11.424030358380357,0.5817821276261427,0.1135072650902684,0.0,19.602574987867374,0.29914527652884265,26.725818476628884,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,15.079796231969958
2,1,11.44681229321158,0.3800685738303661,0.1020437978466239,0.1408564189096259,30.038720270612416,0.38034931673184935,41.11464598114278,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.968314707238354
23,1,37.696802976751066,0.6654313126115823,0.1046195255100027,0.136905581173547,56.565173729647334,0.3086037108414046,30.89681708070813,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,42.45392653260335
23,1,40.89250146918757,0.85761930980717,0.1123821998177714,0.0,47.625881461216224,0.3419727290074279,18.585600267676508,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,45.67283774136034
2,1,23.5821840876739,0.6578284357320212,0.0952042433176663,0.1402818634708586,35.79411999949858,0.47348120002997784,2.0614225086706885,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,26.238866089413985
19,1,69.31887414142778,0.4011713762620671,0.1004409736922662,0.1225085280296538,172.36153101124108,0.21970637909155188,3.1642938235198814,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,74.27281455761086
23,1,18.86106019380604,0.5102886293144406,0.1022359542783563,0.1335885628363024,36.88926197927738,0.3066675142450163,27.211444599506894,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,22.866277728251163
23,1,33.971217583358964,0.7346855344307013,0.112887800400626,0.1491871114975655,46.17627504344918,0.32155127758786967,10.355626540154216,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,38.36413940567287
23,1,20.04350495726233,0.6937769423516753,0.0952498442719116,0.1421698916723073,28.848834403483853,0.4925971480066282,2.2666419953728463,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,23.878362605535962
23,1,72.82065972026254,0.9321387442168824,0.0922843768069203,0.1277299747565556,78.0384055121147,0.3840904217090868,11.63734672885697,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,78.77455256543216
4,1,27.033249157442608,0.515907846776629,0.0991242964720259,0.1468053042257067,52.298005004215895,0.48102061264540236,21.77853104375382,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,30.11249134793624
23,1,21.55163576265202,0.7070492826569853,0.0978557275032056,0.1291480889729353,30.43804476685377,0.31977906546767754,13.085278944321658,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,25.526853079059837
23,1,68.63439554486276,0.7825632074444295,0.1052980623424018,0.1296004281098745,87.5926726686313,0.23079562529489797,29.725798297901356,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,74.55338453821352
21,1,24.035239282425344,0.4813575438294941,0.0930901005458384,0.1368306197019623,49.82867914038767,0.4698708391888749,5.498111367268642,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,27.842690724181075
23,1,40.60362324256639,0.8106177553858578,0.0868408490800523,0.1261133377214097,50.02801253807304,0.4522339161772892,30.442493420477643,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,45.56261181623459
23,1,58.39825524274053,0.9733301430930869,0.0862239650286651,0.1251635883552357,59.936824962995324,0.4516093174438471,6.0634434402974895,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,63.77035795478747
23,1,23.190864267114527,0.5133722298453421,0.1059385549486533,0.1358387830293483,45.08576264719306,0.28224008145150775,15.838930350943187,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,27.204287228747603
16,0,27.66438361360916,0.4168949034863454,0.1030680596694674,0.1457324160954807,66.19938023367898,0.4139420780100892,95.80595907964704,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32.313677441415344
23,1,24.8314965125826,0.6607558486455153,0.0882526517695827,0.1076241161572551,37.523652512339424,0.0,5.337937233693166,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,28.651719090356824
